1.000000000000000000e+00 9.389000000000000000e+03
2.000000000000000000e+00 7.145000000000000000e+03
3.000000000000000000e+00 1.390000000000000000e+03
4.000000000000000000e+00 9.130000000000000000e+02
5.000000000000000000e+00 3.600000000000000000e+02
6.000000000000000000e+00 2.230000000000000000e+02
7.000000000000000000e+00 8.300000000000000000e+01
8.000000000000000000e+00 5.100000000000000000e+01
9.000000000000000000e+00 2.100000000000000000e+01
1.000000000000000000e+01 1.100000000000000000e+01
1.100000000000000000e+01 5.000000000000000000e+00
1.200000000000000000e+01 2.000000000000000000e+00
